order_id,fecha_pedido,departamento_destino,zona_logistica,modo_transporte,tipo_envio,distancia_km,tiempo_estimado_dias,tiempo_preparacion_horas,cantidad_productos,peso_kg,prioridad,dia_semana,carga_logistica,entrega_tardia
ORD-12159,2025-10-24,Lima,Lima y Callao,Terrestre,Estándar,145.03,3,4.43,4,5.58,Media,Viernes,Baja,0
ORD-12160,2025-05-02,Cajamarca,Sierra Norte,Terrestre,Express,872.33,3,3.11,2,1.45,Baja,Viernes,Media,1
ORD-12161,2025-10-23,Lima,Lima y Callao,Terrestre,Estándar,73.14,4,3.48,3,3.44,Media,Jueves,Baja,0
ORD-12162,2025-03-31,Puno,Sierra Sur,Terrestre,Express,1419.28,4,5.58,2,2.74,Media,Lunes,Alta,0
ORD-12163,2025-05-28,Lambayeque,Costa Norte,Terrestre,Express,759.93,3,7.44,6,4.69,Media,Miércoles,Alta,1
ORD-12164,2025-11-30,Arequipa,Costa Sur,Terrestre,Express,1072.6,3,7.35,3,4.28,Media,Domingo,Alta,1
ORD-12165,2025-12-15,Lima,Lima y Callao,Terrestre,Estándar,36.28,3,5.52,6,5.17,Baja,Lunes,Baja,0
ORD-12166,2025-12-04,La Libertad,Costa Norte,Terrestre,Express,642.44,3,10.62,9,8.86,Media,Jueves,Alta,1
ORD-12167,2025-04-26,Loreto,Selva Norte,Aéreo,Express,1687.31,5,4.06,2,3.32,Baja,Sábado,Alta,0
ORD-12168,2025-11-04,Ica,Costa Sur,Terrestre,Estándar,372.07,4,3.08,2,4.67,Alta,Martes,Alta,0
ORD-12169,2025-12-08,Piura,Costa Norte,Terrestre,Estándar,1047.44,7,4.47,2,4.58,Baja,Lunes,Alta,0
ORD-12170,2025-12-24,Cusco,Sierra Sur,Terrestre,Estándar,1154.18,6,7.27,5,5.25,Baja,Miércoles,Media,0
ORD-12171,2025-01-08,Cajamarca,Sierra Norte,Terrestre,Estándar,852.67,5,7.35,6,8.88,Media,Miércoles,Baja,0
ORD-12172,2025-09-29,Huánuco,Sierra Centro,Terrestre,Express,565.23,3,5.37,5,7.75,Baja,Lunes,Media,0
ORD-12173,2025-12-30,Áncash,Costa Norte,Terrestre,Estándar,498.88,5,6.11,4,6.44,Media,Martes,Baja,0
ORD-12174,2025-10-07,Cusco,Sierra Sur,Terrestre,Estándar,1068.11,7,3.61,3,3.67,Media,Martes,Alta,0
ORD-12175,2025-03-27,Lima,Lima y Callao,Terrestre,Express,76.91,2,6.2,5,10.32,Alta,Jueves,Media,0
ORD-12176,2025-10-06,Ayacucho,Sierra Sur,Terrestre,Estándar,553.56,4,5.1,3,2.95,Baja,Lunes,Alta,0
ORD-12177,2025-02-08,Arequipa,Costa Sur,Terrestre,Estándar,1028.18,7,4.82,3,2.03,Media,Sábado,Media,0
ORD-12178,2025-06-25,Ayacucho,Sierra Sur,Terrestre,Express,645.81,3,6.0,4,5.61,Media,Miércoles,Baja,0
ORD-12179,2025-08-17,Arequipa,Costa Sur,Terrestre,Estándar,1002.98,6,4.38,2,2.33,Baja,Domingo,Alta,0
ORD-12180,2025-06-16,Piura,Costa Norte,Terrestre,Estándar,953.24,4,5.67,4,10.86,Media,Lunes,Baja,0
ORD-12181,2025-09-13,San Martín,Selva Norte,Terrestre,Estándar,1101.01,6,7.38,6,5.5,Alta,Sábado,Media,0
ORD-12182,2025-03-29,Apurímac,Sierra Sur,Terrestre,Estándar,737.81,4,8.71,5,9.18,Media,Sábado,Media,0
ORD-12183,2025-08-10,Lima,Lima y Callao,Terrestre,Estándar,152.64,4,4.52,2,2.71,Alta,Domingo,Media,0
ORD-12184,2025-08-24,Lima,Lima y Callao,Terrestre,Estándar,66.06,2,4.38,5,3.38,Media,Domingo,Media,0
ORD-12185,2025-08-20,Ucayali,Selva Centro-Sur,Aéreo,Estándar,797.3,5,8.13,6,9.21,Media,Miércoles,Media,1
ORD-12186,2025-04-16,Junín,Sierra Centro,Terrestre,Estándar,262.0,4,4.22,5,4.45,Alta,Miércoles,Baja,0
ORD-12187,2025-04-22,Huancavelica,Sierra Centro,Terrestre,Express,577.97,3,7.12,2,7.16,Baja,Martes,Alta,1
ORD-12188,2025-04-05,Lambayeque,Costa Norte,Terrestre,Estándar,829.3,5,7.47,5,4.11,Media,Sábado,Alta,0
ORD-12189,2025-06-18,Piura,Costa Norte,Terrestre,Express,900.02,3,3.9,4,3.14,Media,Miércoles,Media,1
ORD-12190,2025-08-02,Lima,Lima y Callao,Terrestre,Mismo Día,49.25,1,6.79,6,2.79,Alta,Sábado,Media,0
ORD-12191,2025-05-13,Lambayeque,Costa Norte,Terrestre,Estándar,778.14,5,9.85,8,7.11,Alta,Martes,Alta,0
ORD-12192,2025-05-30,Cusco,Sierra Sur,Terrestre,Estándar,997.75,6,5.96,5,8.0,Baja,Viernes,Baja,0
ORD-12193,2025-04-15,Lima,Lima y Callao,Terrestre,Estándar,111.5,4,5.5,6,4.97,Media,Martes,Baja,0
ORD-12194,2025-03-21,Piura,Costa Norte,Terrestre,Estándar,889.03,5,5.92,5,7.35,Baja,Viernes,Media,0
ORD-12195,2025-08-28,La Libertad,Costa Norte,Aéreo,Express,617.79,3,7.55,6,7.68,Media,Jueves,Media,0
ORD-12196,2025-10-25,Lima,Lima y Callao,Terrestre,Estándar,75.17,3,8.11,4,3.61,Media,Sábado,Alta,1
ORD-12197,2025-04-17,La Libertad,Costa Norte,Terrestre,Estándar,608.59,4,6.75,4,4.6,Baja,Jueves,Media,1
ORD-12198,2025-11-11,Lambayeque,Costa Norte,Terrestre,Express,776.03,3,7.39,5,3.93,Alta,Martes,Alta,1
ORD-12199,2025-07-28,Lima,Lima y Callao,Terrestre,Express,49.38,2,5.93,4,7.07,Media,Lunes,Alta,0
ORD-12200,2025-03-03,Lima,Lima y Callao,Terrestre,Mismo Día,58.23,1,4.87,5,3.05,Media,Lunes,Media,0
ORD-12201,2025-05-14,Tumbes,Costa Norte,Aéreo,Estándar,1191.25,6,9.89,7,11.08,Alta,Miércoles,Alta,1
ORD-12202,2025-01-03,La Libertad,Costa Norte,Terrestre,Express,564.01,3,5.16,4,3.75,Media,Viernes,Media,0
ORD-12203,2025-01-15,Ica,Costa Sur,Terrestre,Estándar,361.88,4,6.81,6,7.34,Media,Miércoles,Baja,0
ORD-12204,2025-05-03,Junín,Sierra Centro,Terrestre,Express,335.7,2,7.81,6,8.38,Baja,Sábado,Media,1
ORD-12205,2025-06-15,Ayacucho,Sierra Sur,Terrestre,Estándar,589.77,4,6.67,6,7.32,Baja,Domingo,Baja,1
ORD-12206,2025-10-19,Huánuco,Sierra Centro,Terrestre,Express,407.76,2,2.44,1,2.93,Baja,Domingo,Media,0
ORD-12207,2025-02-19,Arequipa,Costa Sur,Terrestre,Estándar,1055.79,6,6.7,5,4.98,Media,Miércoles,Alta,0
ORD-12208,2025-11-03,La Libertad,Costa Norte,Terrestre,Estándar,678.05,6,8.66,8,5.17,Media,Lunes,Alta,0
ORD-12209,2025-03-27,Cajamarca,Sierra Norte,Terrestre,Estándar,945.24,5,4.64,2,6.49,Media,Jueves,Media,0
ORD-12210,2025-02-20,Junín,Sierra Centro,Terrestre,Estándar,381.5,4,7.93,6,8.41,Media,Jueves,Media,0
ORD-12211,2025-09-13,Loreto,Selva Norte,Multimodal,Estándar,1536.7,8,10.09,7,8.62,Baja,Sábado,Alta,1
ORD-12212,2025-10-10,Cusco,Sierra Sur,Terrestre,Express,1044.21,3,3.62,2,6.42,Media,Viernes,Alta,0
ORD-12213,2025-08-09,Lima,Lima y Callao,Terrestre,Estándar,130.04,3,7.25,7,4.55,Alta,Sábado,Media,0
ORD-12214,2025-02-12,Puno,Sierra Sur,Terrestre,Express,1430.35,4,3.42,3,3.59,Baja,Miércoles,Media,1
ORD-12215,2025-02-12,Lima,Lima y Callao,Terrestre,Estándar,9.71,3,2.86,2,1.67,Media,Miércoles,Baja,0
ORD-12216,2025-05-23,Callao,Lima y Callao,Terrestre,Express,39.12,2,8.09,7,7.8,Baja,Viernes,Alta,0
ORD-12217,2025-06-14,Ica,Costa Sur,Terrestre,Express,273.34,2,5.36,4,2.99,Media,Sábado,Media,0
ORD-12218,2025-12-31,Lima,Lima y Callao,Terrestre,Express,38.3,2,7.6,5,6.47,Media,Miércoles,Alta,0
ORD-12219,2025-04-15,Lima,Lima y Callao,Terrestre,Express,127.73,2,6.27,7,8.11,Baja,Martes,Baja,0
ORD-12220,2025-03-12,Cajamarca,Sierra Norte,Terrestre,Estándar,767.33,5,5.54,2,2.71,Media,Miércoles,Alta,0
ORD-12221,2025-12-12,Lambayeque,Costa Norte,Terrestre,Estándar,808.79,5,6.06,6,2.9,Alta,Viernes,Media,0
ORD-12222,2025-02-26,Lima,Lima y Callao,Terrestre,Express,165.52,2,5.45,3,4.98,Baja,Miércoles,Media,0
ORD-12223,2025-01-10,Cusco,Sierra Sur,Terrestre,Estándar,1058.16,6,4.95,3,3.66,Media,Viernes,Media,0
ORD-12224,2025-06-04,Lima,Lima y Callao,Terrestre,Mismo Día,74.1,1,7.45,4,14.67,Media,Miércoles,Media,0
ORD-12225,2025-05-27,Arequipa,Costa Sur,Terrestre,Express,1030.47,3,6.13,7,6.91,Baja,Martes,Baja,0
ORD-12226,2025-08-15,Ica,Costa Sur,Terrestre,Estándar,326.15,4,8.34,7,6.22,Media,Viernes,Media,0
ORD-12227,2025-11-17,Loreto,Selva Norte,Multimodal,Express,1254.13,5,10.04,8,9.78,Media,Lunes,Media,0
ORD-12228,2025-12-07,Cusco,Sierra Sur,Terrestre,Estándar,1013.57,7,8.96,7,4.82,Baja,Domingo,Media,0
ORD-12229,2025-04-16,Lima,Lima y Callao,Terrestre,Estándar,96.47,3,8.03,6,12.41,Alta,Miércoles,Alta,1
ORD-12230,2025-12-24,La Libertad,Costa Norte,Terrestre,Express,682.65,3,6.09,5,4.54,Media,Miércoles,Media,0
ORD-12231,2025-08-19,Ica,Costa Sur,Terrestre,Estándar,276.65,3,5.77,4,3.29,Media,Martes,Alta,0
ORD-12232,2025-01-26,Puno,Sierra Sur,Terrestre,Express,1339.23,4,8.06,6,10.19,Baja,Domingo,Media,0
ORD-12233,2025-12-09,Ica,Costa Sur,Terrestre,Estándar,370.05,4,6.9,7,9.17,Baja,Martes,Baja,0
ORD-12234,2025-02-20,Callao,Lima y Callao,Terrestre,Express,25.4,2,6.85,5,6.62,Media,Jueves,Alta,0
ORD-12235,2025-08-03,Puno,Sierra Sur,Terrestre,Estándar,1262.93,5,5.54,5,3.79,Media,Domingo,Media,0
ORD-12236,2025-10-16,Lima,Lima y Callao,Terrestre,Express,94.64,2,6.21,6,10.95,Baja,Jueves,Media,0
ORD-12237,2025-04-02,Lima,Lima y Callao,Terrestre,Estándar,22.67,3,3.65,3,2.36,Media,Miércoles,Alta,0
ORD-12238,2025-04-09,Apurímac,Sierra Sur,Terrestre,Express,796.35,3,6.55,5,2.91,Media,Miércoles,Alta,0
ORD-12239,2025-06-23,Ayacucho,Sierra Sur,Aéreo,Estándar,632.97,4,7.66,4,5.75,Media,Lunes,Media,0
ORD-12240,2025-11-19,Lima,Lima y Callao,Terrestre,Express,102.23,2,8.07,5,5.72,Media,Miércoles,Alta,0
ORD-12241,2025-03-23,Callao,Lima y Callao,Terrestre,Estándar,40.03,3,3.95,3,3.47,Media,Domingo,Media,0
ORD-12242,2025-08-31,Callao,Lima y Callao,Terrestre,Express,35.11,2,5.99,4,6.7,Media,Domingo,Media,0
ORD-12243,2025-06-15,Lima,Lima y Callao,Terrestre,Express,93.24,2,3.88,3,3.55,Media,Domingo,Baja,0
ORD-12244,2025-02-10,Huancavelica,Sierra Centro,Terrestre,Estándar,536.3,4,3.78,3,1.86,Media,Lunes,Media,0
ORD-12245,2025-09-17,Arequipa,Costa Sur,Terrestre,Estándar,1065.6,6,3.37,1,1.32,Alta,Miércoles,Alta,0
ORD-12246,2025-10-31,Áncash,Costa Norte,Terrestre,Estándar,463.32,3,3.16,3,4.38,Alta,Viernes,Media,0
ORD-12247,2025-07-30,La Libertad,Costa Norte,Terrestre,Estándar,631.81,4,6.69,4,5.21,Media,Miércoles,Media,0
ORD-12248,2025-03-06,Lima,Lima y Callao,Terrestre,Express,136.66,2,6.91,5,5.66,Media,Jueves,Alta,0
ORD-12249,2025-02-26,Piura,Costa Norte,Terrestre,Estándar,1023.37,6,7.82,4,14.17,Alta,Miércoles,Media,0
ORD-12250,2025-06-04,Arequipa,Costa Sur,Aéreo,Express,959.14,3,7.6,5,12.51,Alta,Miércoles,Baja,0
ORD-12251,2025-07-04,Callao,Lima y Callao,Terrestre,Estándar,68.11,3,7.29,5,3.95,Baja,Viernes,Alta,0
ORD-12252,2025-07-21,Lima,Lima y Callao,Terrestre,Express,136.15,2,4.79,5,3.27,Baja,Lunes,Media,0
ORD-12253,2025-03-30,Junín,Sierra Centro,Terrestre,Estándar,341.78,5,7.28,4,8.77,Media,Domingo,Alta,0
ORD-12254,2025-07-02,Lambayeque,Costa Norte,Terrestre,Estándar,716.57,5,7.78,4,7.9,Alta,Miércoles,Alta,1
ORD-12255,2025-04-18,Puno,Sierra Sur,Terrestre,Estándar,1382.26,7,11.16,8,18.32,Alta,Viernes,Media,1
ORD-12256,2025-09-08,Lima,Lima y Callao,Terrestre,Estándar,80.12,3,8.54,9,8.77,Alta,Lunes,Media,0
ORD-12257,2025-10-18,La Libertad,Costa Norte,Terrestre,Express,643.78,3,8.39,7,7.55,Baja,Sábado,Alta,1
ORD-12258,2025-08-27,Ucayali,Selva Centro-Sur,Aéreo,Express,889.96,3,6.38,5,3.16,Alta,Miércoles,Alta,1
ORD-12259,2025-01-01,Arequipa,Costa Sur,Terrestre,Express,944.81,3,6.4,5,6.2,Baja,Miércoles,Media,0
ORD-12260,2025-12-29,San Martín,Selva Norte,Terrestre,Express,1028.23,3,6.85,3,2.67,Media,Lunes,Alta,1
ORD-12261,2025-01-09,Lima,Lima y Callao,Terrestre,Express,134.32,2,9.99,8,6.94,Media,Jueves,Media,0
ORD-12262,2025-12-31,Lima,Lima y Callao,Terrestre,Estándar,27.02,4,8.4,3,5.5,Media,Miércoles,Alta,0
ORD-12263,2025-01-12,Puno,Sierra Sur,Terrestre,Estándar,1413.22,7,3.29,3,3.59,Media,Domingo,Baja,0
ORD-12264,2025-07-08,Lima,Lima y Callao,Terrestre,Express,66.28,2,5.76,5,8.43,Baja,Martes,Baja,0
ORD-12265,2025-02-08,La Libertad,Costa Norte,Terrestre,Estándar,607.31,5,6.33,6,6.98,Baja,Sábado,Media,0
ORD-12266,2025-02-04,Cusco,Sierra Sur,Terrestre,Estándar,1067.46,6,5.38,5,7.88,Alta,Martes,Media,0
ORD-12267,2025-09-07,Lima,Lima y Callao,Terrestre,Mismo Día,61.72,1,3.28,2,1.31,Baja,Domingo,Media,0
ORD-12268,2025-09-23,Lima,Lima y Callao,Terrestre,Express,101.37,2,3.08,4,3.35,Media,Martes,Baja,0
ORD-12269,2025-02-13,Callao,Lima y Callao,Terrestre,Estándar,48.37,2,5.48,5,7.58,Baja,Jueves,Media,0
ORD-12270,2025-12-23,Lima,Lima y Callao,Terrestre,Express,38.08,2,6.17,4,9.94,Media,Martes,Media,1
ORD-12271,2025-04-27,Lima,Lima y Callao,Terrestre,Express,74.35,2,12.18,9,13.15,Baja,Domingo,Alta,1
ORD-12272,2025-04-27,La Libertad,Costa Norte,Terrestre,Estándar,642.99,6,11.65,10,11.94,Media,Domingo,Alta,0
ORD-12273,2025-04-19,Amazonas,Selva Norte,Terrestre,Estándar,1169.19,6,9.62,8,18.51,Media,Sábado,Media,1
ORD-12274,2025-06-18,Lambayeque,Costa Norte,Terrestre,Estándar,787.49,5,4.94,4,4.47,Baja,Miércoles,Baja,0
ORD-12275,2025-03-06,Amazonas,Selva Norte,Terrestre,Estándar,1188.41,7,8.71,6,4.88,Alta,Jueves,Alta,0
ORD-12276,2025-06-05,Arequipa,Costa Sur,Terrestre,Express,953.16,3,10.44,9,10.65,Baja,Jueves,Alta,0
ORD-12277,2025-03-18,La Libertad,Costa Norte,Terrestre,Estándar,564.56,5,5.62,5,7.04,Media,Martes,Media,0
ORD-12278,2025-01-19,Arequipa,Costa Sur,Terrestre,Estándar,1038.57,6,4.6,3,2.29,Baja,Domingo,Alta,1
ORD-12279,2025-05-15,Cusco,Sierra Sur,Terrestre,Express,1102.39,4,3.81,2,3.03,Alta,Jueves,Media,0
ORD-12280,2025-09-03,Lima,Lima y Callao,Terrestre,Mismo Día,122.6,1,4.61,3,1.64,Baja,Miércoles,Media,0
ORD-12281,2025-10-06,Huánuco,Sierra Centro,Terrestre,Express,418.94,2,6.0,6,6.57,Media,Lunes,Baja,0
ORD-12282,2025-05-09,Ucayali,Selva Centro-Sur,Terrestre,Estándar,888.24,5,3.24,3,3.92,Media,Viernes,Media,0
ORD-12283,2025-04-29,Puno,Sierra Sur,Terrestre,Estándar,1394.76,7,10.94,8,9.76,Media,Martes,Alta,1
ORD-12284,2025-10-15,Lima,Lima y Callao,Terrestre,Estándar,58.64,4,4.56,2,1.66,Alta,Miércoles,Alta,0
ORD-12285,2025-09-06,Tacna,Costa Sur,Terrestre,Estándar,1317.67,6,6.84,6,7.61,Baja,Sábado,Media,0
ORD-12286,2025-10-31,Piura,Costa Norte,Terrestre,Estándar,985.52,6,11.42,8,14.0,Media,Viernes,Alta,0
ORD-12287,2025-11-27,Ica,Costa Sur,Terrestre,Express,268.02,2,8.73,5,10.82,Alta,Jueves,Media,0
ORD-12288,2025-10-27,Lima,Lima y Callao,Terrestre,Estándar,74.5,3,3.24,3,6.94,Alta,Lunes,Baja,0
ORD-12289,2025-12-08,Ayacucho,Sierra Sur,Terrestre,Estándar,575.36,4,4.78,4,5.23,Media,Lunes,Media,0
ORD-12290,2025-06-02,Lima,Lima y Callao,Terrestre,Estándar,138.48,4,11.63,7,24.62,Media,Lunes,Media,0
ORD-12291,2025-05-25,Lima,Lima y Callao,Terrestre,Express,60.19,2,7.02,8,6.71,Media,Domingo,Baja,0
ORD-12292,2025-04-28,Áncash,Costa Norte,Terrestre,Express,356.32,2,8.58,6,5.34,Media,Lunes,Alta,0
ORD-12293,2025-03-27,Cusco,Sierra Sur,Terrestre,Express,942.53,3,6.22,4,4.66,Alta,Jueves,Media,0
ORD-12294,2025-10-01,Tacna,Costa Sur,Terrestre,Estándar,1234.35,6,6.35,5,9.06,Alta,Miércoles,Media,0
ORD-12295,2025-09-18,Ica,Costa Sur,Terrestre,Express,265.39,2,8.19,5,8.15,Media,Jueves,Alta,0
ORD-12296,2025-10-20,Callao,Lima y Callao,Terrestre,Estándar,44.25,3,2.64,2,1.21,Media,Lunes,Baja,0
ORD-12297,2025-03-03,Callao,Lima y Callao,Terrestre,Express,11.46,2,6.09,5,4.24,Media,Lunes,Media,0
ORD-12298,2025-06-29,Lambayeque,Costa Norte,Terrestre,Estándar,762.47,5,5.62,4,6.78,Baja,Domingo,Alta,0
ORD-12299,2025-03-23,Pasco,Sierra Centro,Terrestre,Express,281.26,2,8.36,8,6.57,Alta,Domingo,Media,1
ORD-12300,2025-11-22,Lima,Lima y Callao,Terrestre,Mismo Día,77.06,1,6.39,4,4.5,Media,Sábado,Alta,0
ORD-12301,2025-04-08,La Libertad,Costa Norte,Terrestre,Estándar,548.57,3,10.74,8,10.7,Baja,Martes,Alta,1
ORD-12302,2025-02-22,Callao,Lima y Callao,Terrestre,Express,44.22,2,8.61,7,10.35,Media,Sábado,Alta,0
ORD-12303,2025-07-28,Apurímac,Sierra Sur,Terrestre,Estándar,901.21,6,8.84,5,9.14,Baja,Lunes,Alta,1
ORD-12304,2025-11-17,Lambayeque,Costa Norte,Terrestre,Estándar,808.95,5,8.95,5,10.87,Baja,Lunes,Alta,0
ORD-12305,2025-12-01,Loreto,Selva Norte,Aéreo,Estándar,1245.57,5,8.97,5,7.96,Media,Lunes,Media,1
ORD-12306,2025-02-05,Lima,Lima y Callao,Terrestre,Estándar,131.67,3,4.7,5,3.6,Media,Miércoles,Media,0
ORD-12307,2025-04-29,La Libertad,Costa Norte,Terrestre,Estándar,635.23,4,3.74,4,6.03,Media,Martes,Baja,0
ORD-12308,2025-02-26,Lima,Lima y Callao,Terrestre,Mismo Día,31.99,1,8.23,5,9.92,Baja,Miércoles,Media,0
ORD-12309,2025-04-23,La Libertad,Costa Norte,Terrestre,Estándar,606.1,3,6.2,4,6.08,Media,Miércoles,Media,0
ORD-12310,2025-07-14,Lima,Lima y Callao,Terrestre,Express,115.77,2,16.85,12,24.97,Baja,Lunes,Alta,1
ORD-12311,2025-04-13,Lima,Lima y Callao,Terrestre,Mismo Día,68.24,1,6.15,4,5.07,Alta,Domingo,Alta,0
ORD-12312,2025-01-25,Lima,Lima y Callao,Terrestre,Mismo Día,75.06,1,8.76,8,8.68,Baja,Sábado,Alta,0
ORD-12313,2025-07-06,Lima,Lima y Callao,Terrestre,Estándar,98.89,3,4.98,5,4.3,Alta,Domingo,Baja,0
ORD-12314,2025-01-20,San Martín,Selva Norte,Terrestre,Express,961.06,3,5.39,4,11.53,Baja,Lunes,Baja,0
ORD-12315,2025-03-24,La Libertad,Costa Norte,Terrestre,Estándar,692.3,5,3.43,3,2.61,Baja,Lunes,Media,0
ORD-12316,2025-01-01,Áncash,Costa Norte,Terrestre,Estándar,367.68,4,7.82,6,7.35,Media,Miércoles,Alta,0
ORD-12317,2025-02-01,Callao,Lima y Callao,Terrestre,Mismo Día,12.94,1,5.28,5,4.99,Media,Sábado,Media,0
ORD-12318,2025-06-09,Lima,Lima y Callao,Terrestre,Express,13.27,2,4.59,4,2.88,Alta,Lunes,Baja,0
ORD-12319,2025-11-07,Lima,Lima y Callao,Terrestre,Mismo Día,76.69,1,9.1,8,13.88,Media,Viernes,Media,0
ORD-12320,2025-10-10,Lima,Lima y Callao,Terrestre,Express,134.66,2,6.78,6,9.18,Media,Viernes,Baja,0
ORD-12321,2025-02-06,Lima,Lima y Callao,Terrestre,Estándar,123.42,3,4.79,4,6.14,Baja,Jueves,Baja,0
ORD-12322,2025-01-13,Cusco,Sierra Sur,Terrestre,Estándar,1170.95,6,7.77,6,5.53,Media,Lunes,Alta,1
ORD-12323,2025-05-04,Lima,Lima y Callao,Terrestre,Mismo Día,89.0,1,8.0,6,9.54,Media,Domingo,Media,0
ORD-12324,2025-08-27,Lima,Lima y Callao,Terrestre,Estándar,81.05,3,7.12,6,6.69,Alta,Miércoles,Media,0
ORD-12325,2025-09-30,La Libertad,Costa Norte,Terrestre,Estándar,600.51,5,6.44,5,7.47,Media,Martes,Media,0
ORD-12326,2025-10-28,La Libertad,Costa Norte,Terrestre,Estándar,547.93,3,4.93,2,4.85,Media,Martes,Media,0
ORD-12327,2025-05-05,Callao,Lima y Callao,Terrestre,Estándar,62.82,4,0.72,3,1.25,Alta,Lunes,Baja,0
ORD-12328,2025-03-03,La Libertad,Costa Norte,Terrestre,Estándar,611.89,5,4.63,1,2.18,Baja,Lunes,Media,0
ORD-12329,2025-01-10,Lima,Lima y Callao,Terrestre,Estándar,81.62,2,12.41,7,23.71,Media,Viernes,Media,0
ORD-12330,2025-02-23,Puno,Sierra Sur,Terrestre,Estándar,1364.4,7,9.35,4,10.6,Alta,Domingo,Alta,1
ORD-12331,2025-01-24,Lima,Lima y Callao,Terrestre,Estándar,119.53,3,8.16,6,10.0,Media,Viernes,Alta,0
ORD-12332,2025-11-11,Huánuco,Sierra Centro,Terrestre,Estándar,426.76,4,7.71,5,10.11,Media,Martes,Media,1
ORD-12333,2025-04-08,Lima,Lima y Callao,Terrestre,Express,108.22,2,8.7,7,5.64,Alta,Martes,Alta,0
ORD-12334,2025-10-28,Lima,Lima y Callao,Terrestre,Mismo Día,108.32,1,5.92,5,6.93,Baja,Martes,Media,0
ORD-12335,2025-07-21,Ica,Costa Sur,Terrestre,Estándar,332.74,4,6.74,5,5.69,Alta,Lunes,Media,0
ORD-12336,2025-07-16,Moquegua,Costa Sur,Terrestre,Express,1062.08,3,8.73,6,5.61,Media,Miércoles,Alta,0
ORD-12337,2025-06-15,Arequipa,Costa Sur,Terrestre,Express,966.88,3,4.16,2,4.14,Media,Domingo,Alta,1
ORD-12338,2025-10-27,Áncash,Costa Norte,Terrestre,Estándar,411.53,5,8.15,7,7.41,Media,Lunes,Media,1
ORD-12339,2025-01-16,Arequipa,Costa Sur,Terrestre,Estándar,1076.39,6,7.19,7,3.73,Media,Jueves,Media,0
ORD-12340,2025-02-03,Cajamarca,Sierra Norte,Terrestre,Express,1007.33,3,5.77,6,8.71,Baja,Lunes,Baja,0
ORD-12341,2025-06-04,Piura,Costa Norte,Terrestre,Express,978.81,3,6.22,5,5.81,Baja,Miércoles,Alta,0
ORD-12342,2025-05-24,La Libertad,Costa Norte,Terrestre,Estándar,579.7,4,4.72,4,6.29,Media,Sábado,Baja,0
ORD-12343,2025-07-19,Cusco,Sierra Sur,Terrestre,Estándar,997.45,7,8.77,7,7.21,Media,Sábado,Alta,0
ORD-12344,2025-09-27,La Libertad,Costa Norte,Terrestre,Estándar,628.54,5,6.29,6,3.66,Media,Sábado,Media,0
ORD-12345,2025-08-03,La Libertad,Costa Norte,Terrestre,Estándar,579.41,4,4.74,3,2.59,Baja,Domingo,Alta,0
ORD-12346,2025-04-04,Huánuco,Sierra Centro,Terrestre,Estándar,472.72,4,3.7,2,1.95,Baja,Viernes,Baja,0
ORD-12347,2025-04-30,Ayacucho,Sierra Sur,Terrestre,Express,672.62,3,5.48,4,2.91,Baja,Miércoles,Alta,0
ORD-12348,2025-10-02,Lima,Lima y Callao,Terrestre,Express,75.81,2,2.64,2,2.24,Media,Jueves,Media,0
ORD-12349,2025-03-15,Ayacucho,Sierra Sur,Terrestre,Estándar,599.67,4,3.81,3,5.22,Baja,Sábado,Baja,0
ORD-12350,2025-07-04,Lima,Lima y Callao,Terrestre,Mismo Día,26.56,1,5.46,6,4.14,Baja,Viernes,Media,0
ORD-12351,2025-07-16,Callao,Lima y Callao,Terrestre,Mismo Día,29.5,1,8.02,5,8.99,Media,Miércoles,Alta,0
ORD-12352,2025-10-01,Lima,Lima y Callao,Terrestre,Express,106.78,2,5.41,8,5.74,Media,Miércoles,Baja,0
ORD-12353,2025-09-18,Loreto,Selva Norte,Aéreo,Estándar,1311.24,7,7.37,5,5.17,Media,Jueves,Alta,1
ORD-12354,2025-06-19,Arequipa,Costa Sur,Terrestre,Estándar,964.46,6,7.33,4,4.89,Baja,Jueves,Alta,0
ORD-12355,2025-04-23,Arequipa,Costa Sur,Terrestre,Estándar,952.69,4,6.81,5,5.11,Alta,Miércoles,Alta,1
ORD-12356,2025-05-15,San Martín,Selva Norte,Multimodal,Estándar,979.92,7,6.12,2,3.53,Media,Jueves,Alta,0
ORD-12357,2025-05-31,Lambayeque,Costa Norte,Terrestre,Express,799.97,3,5.24,5,5.69,Media,Sábado,Media,0
ORD-12358,2025-03-22,Lima,Lima y Callao,Terrestre,Estándar,97.05,3,2.97,3,3.45,Baja,Sábado,Baja,0
ORD-12359,2025-08-17,Áncash,Costa Norte,Terrestre,Estándar,417.89,4,5.67,6,2.64,Baja,Domingo,Baja,0
ORD-12360,2025-03-18,Cusco,Sierra Sur,Terrestre,Express,1061.58,3,6.89,5,7.02,Media,Martes,Media,0
ORD-12361,2025-08-25,Lima,Lima y Callao,Terrestre,Express,49.38,2,10.85,6,16.4,Baja,Lunes,Alta,1
ORD-12362,2025-10-02,Piura,Costa Norte,Terrestre,Estándar,965.45,6,5.07,4,4.2,Media,Jueves,Baja,0
ORD-12363,2025-12-18,Cusco,Sierra Sur,Terrestre,Estándar,955.53,5,6.14,4,6.32,Media,Jueves,Media,0
ORD-12364,2025-02-13,Lima,Lima y Callao,Terrestre,Express,143.71,2,6.66,6,5.11,Baja,Jueves,Media,0
